OrderID,OrderDate,StoreID,ProductID,CustomerID,ProductCategory,Quantity,UnitPrice,TotalAmount,PaymentMethod
5099,2024-09-08,S001,P104,C1372,Clothing,3,906.69,2720.07,Net Banking
5100,2024-05-16,S003,P158,C1921,Beauty,5,872.67,4363.35,Debit Card
5101,2024-07-04,S001,P142,C1867,Clothing,8,33.32,266.56,Cash
5102,2024-06-28,S004,P112,C1980,Electronics,5,327.28,1636.4,Net Banking
5103,2024-04-09,S001,P139,C1964,Electronics,8,721.31,5770.48,UPI
5104,2024-03-04,S002,P105,C1438,Electronics,1,895.03,895.03,Cash
5105,2024-03-12,S001,P151,C1562,Sports,8,434.81,3478.48,Cash
5106,2024-08-23,S001,P136,C1457,Clothing,3,70.37,211.11,Cash
5107,2024-02-12,S002,P156,C1288,Clothing,2,273.52,547.04,Debit Card
5108,2024-07-29,S003,P150,C1876,Electronics,3,336.39,1009.17,Debit Card
5109,2024-02-14,S004,P145,C1347,Sports,1,630.69,630.69,Cash
5110,2024-05-08,S004,P141,C1339,Grocery,3,634.37,1903.11,Cash
5111,2024-01-28,S002,P151,C1644,Home Decor,1,220.24,220.24,UPI
5112,2024-02-27,S001,P100,C1910,Grocery,7,827.04,5789.28,Credit Card
5113,2024-08-06,S001,P140,C1473,Electronics,2,1457.35,2914.7,Credit Card
5114,2024-12-23,S001,P149,C1464,Beauty,10,307.9,3079.0,Cash
5115,2024-05-03,S003,P124,C1588,Clothing,4,29.96,119.84,UPI
5116,2024-05-19,S003,P193,C1596,Beauty,6,1452.63,8715.78,Debit Card
5117,2024-06-18,S004,P107,C1917,Home Decor,10,448.72,4487.2,Cash
5118,2024-02-25,S002,P104,C1151,Grocery,3,596.94,1790.82,UPI
5119,2024-07-30,S003,P180,C1951,Beauty,6,1110.13,6660.78,Net Banking
5120,2024-01-13,S002,P192,C1035,Grocery,2,1285.01,2570.02,Credit Card
5121,2024-06-14,S003,P169,C1516,Electronics,6,152.3,913.8,Net Banking
5122,2024-04-23,S002,P136,C1400,Grocery,4,340.28,1361.12,Debit Card
5123,2024-04-13,S002,P100,C1323,Home Decor,6,1051.35,6308.1,Cash
5124,2024-08-26,S001,P100,C1591,Sports,5,183.68,918.4,UPI
5125,2024-04-29,S004,P157,C1033,Beauty,3,148.36,445.08,Debit Card
5126,2024-01-06,S003,P156,C1062,Electronics,3,514.81,1544.43,Net Banking
5127,2024-03-27,S002,P127,C1942,Beauty,10,1118.55,11185.5,Credit Card
5128,2024-08-17,S003,P148,C1541,Electronics,8,570.99,4567.92,Debit Card
5129,2024-07-10,S001,P145,C1618,Electronics,8,1428.0,11424.0,Cash
5130,2024-12-18,S002,P103,C1781,Beauty,2,1471.64,2943.28,UPI
5131,2024-07-04,S001,P199,C1387,Sports,9,287.86,2590.74,Credit Card
5132,2024-09-06,S002,P148,C1294,Beauty,8,46.76,374.08,Net Banking
5133,2024-12-31,S003,P192,C1307,Electronics,7,528.83,3701.81,UPI
5134,2024-06-30,S002,P194,C1342,Sports,4,1397.44,5589.76,UPI
5135,2024-08-27,S001,P184,C1509,Home Decor,6,15.03,90.18,UPI
5136,2024-07-19,S002,P101,C1480,Sports,6,640.94,3845.64,Cash
5137,2024-08-18,S001,P174,C1677,Clothing,7,43.97,307.79,Cash
5138,2024-11-19,S004,P194,C1838,Electronics,2,843.86,1687.72,Net Banking
5139,2024-01-11,S001,P103,C1620,Clothing,7,1258.46,8809.22,Net Banking
5140,2024-11-28,S001,P175,C1285,Sports,1,1222.8,1222.8,Credit Card
5141,2024-11-30,S004,P106,C1050,Clothing,3,751.89,2255.67,Debit Card
5142,2024-12-07,S002,P167,C1024,Grocery,9,695.44,6258.96,Debit Card
5143,2024-09-10,S001,P110,C1284,Beauty,10,698.9,6989.0,Debit Card
5144,2024-09-16,S002,P112,C1107,Sports,6,643.07,3858.42,Net Banking
5145,2024-07-24,S003,P155,C1028,Home Decor,8,307.41,2459.28,UPI
5146,2024-10-31,S003,P149,C1712,Sports,2,1485.78,2971.56,Cash
5147,2024-03-17,S001,P145,C1886,Electronics,4,555.75,2223.0,Cash
5148,2024-10-18,S004,P136,C1748,Sports,10,266.19,2661.9,Credit Card
5149,2024-01-25,S004,P145,C1108,Home Decor,8,1121.78,8974.24,Net Banking
5150,2024-08-01,S004,P124,C1371,Sports,2,828.74,1657.48,Credit Card
5151,2024-09-07,S004,P133,C1521,Home Decor,5,751.19,3755.95,Net Banking
5152,2024-05-02,S003,P178,C1950,Sports,6,983.64,5901.84,UPI
5153,2024-04-20,S002,P147,C1395,Sports,10,887.43,8874.3,Credit Card
5154,2024-03-31,S003,P118,C1791,Electronics,2,919.39,1838.78,Credit Card
5155,2024-12-22,S004,P132,C1436,Beauty,10,189.02,1890.2,Debit Card
5156,2024-09-08,S001,P173,C1091,Sports,7,1443.44,10104.08,Net Banking
5157,2024-04-06,S002,P147,C1244,Beauty,1,323.27,323.27,Credit Card
5158,2024-05-05,S004,P171,C1221,Electronics,6,963.88,5783.28,Net Banking
5159,2024-03-08,S004,P147,C1237,Clothing,6,1265.44,7592.64,Cash
5160,2024-08-04,S002,P106,C1139,Sports,5,1164.45,5822.25,Debit Card
5161,2024-05-09,S004,P164,C1126,Electronics,3,840.0,2520.0,Debit Card
5162,2024-10-29,S002,P137,C1763,Grocery,2,680.83,1361.66,Net Banking
5163,2024-03-25,S002,P117,C1592,Clothing,2,663.54,1327.08,Debit Card
5164,2024-09-18,S004,P142,C1927,Electronics,4,853.65,3414.6,UPI
5165,2024-12-17,S004,P147,C1856,Beauty,1,477.82,477.82,Debit Card
5166,2024-12-20,S004,P192,C1494,Sports,2,690.73,1381.46,Cash
5167,2024-02-07,S002,P185,C1308,Clothing,5,962.9,4814.5,Cash
5168,2024-06-28,S002,P164,C1947,Beauty,2,107.72,215.44,UPI
5169,2024-09-10,S003,P104,C1877,Sports,3,1350.4,4051.2,Debit Card
5170,2024-03-21,S001,P179,C1278,Sports,1,1100.94,1100.94,Cash
5171,2024-07-13,S003,P157,C1659,Grocery,7,283.75,1986.25,Net Banking
5172,2024-05-11,S002,P125,C1590,Electronics,7,806.08,5642.56,Debit Card
5173,2024-01-03,S003,P141,C1016,Home Decor,10,1139.73,11397.3,Cash
5174,2024-10-23,S003,P134,C1821,Electronics,1,1179.84,1179.84,Credit Card
5175,2024-01-09,S003,P118,C1878,Home Decor,10,713.55,7135.5,Net Banking
5176,2024-04-08,S003,P135,C1861,Sports,3,176.52,529.56,Credit Card
5177,2024-02-24,S001,P164,C1558,Beauty,10,626.41,6264.1,Net Banking
5178,2024-11-24,S001,P127,C1982,Clothing,10,371.9,3719.0,Debit Card
5179,2024-06-13,S002,P167,C1314,Sports,2,155.61,311.22,UPI
5180,2024-09-12,S001,P124,C1306,Home Decor,6,596.45,3578.7,Credit Card
5181,2024-07-29,S003,P187,C1165,Home Decor,3,456.32,1368.96,UPI
5182,2024-06-14,S003,P153,C1166,Electronics,3,1442.46,4327.38,Cash
5183,2024-06-23,S003,P149,C1637,Beauty,3,220.41,661.23,Cash
5184,2024-10-18,S003,P100,C1501,Electronics,8,372.95,2983.6,UPI
5185,2024-04-27,S003,P149,C1392,Electronics,10,1389.25,13892.5,UPI
5186,2024-08-29,S001,P192,C1677,Electronics,7,80.83,565.81,Cash
5187,2024-10-19,S001,P106,C1452,Sports,6,166.99,1001.94,Cash
5188,2024-06-21,S002,P109,C1265,Beauty,2,1111.62,2223.24,Credit Card
5189,2024-03-28,S002,P137,C1648,Electronics,8,510.24,4081.92,Credit Card
5190,2024-07-15,S001,P177,C1345,Home Decor,5,998.36,4991.8,Credit Card
5191,2024-09-27,S003,P134,C1124,Clothing,4,1012.8,4051.2,Debit Card
5192,2024-07-19,S003,P193,C1822,Electronics,3,779.24,2337.72,Net Banking
5193,2024-02-04,S003,P155,C1713,Grocery,9,179.28,1613.52,Net Banking
5194,2024-02-20,S003,P193,C1484,Sports,3,850.9,2552.7,UPI
5195,2024-03-31,S003,P175,C1182,Clothing,2,1222.59,2445.18,Credit Card
5196,2024-11-25,S001,P183,C1289,Clothing,10,876.43,8764.3,Net Banking
5197,2024-05-18,S001,P137,C1112,Grocery,1,1127.86,1127.86,Cash
5198,2024-09-19,S003,P188,C1720,Home Decor,10,873.72,8737.2,Net Banking
5199,2024-03-02,S003,P121,C1422,Grocery,3,13.55,40.65,Credit Card
5200,2024-03-24,S001,P113,C1461,Grocery,1,232.46,232.46,Net Banking
5201,2024-09-16,S003,P189,C1314,Home Decor,10,1469.64,14696.4,Net Banking
5202,2024-09-23,S004,P151,C1372,Sports,5,817.92,4089.6,Net Banking
5203,2024-03-16,S004,P123,C1962,Sports,2,374.7,749.4,Debit Card
5204,2024-08-22,S003,P177,C1974,Electronics,7,471.7,3301.9,UPI
5205,2024-12-21,S001,P140,C1195,Clothing,2,841.82,1683.64,Credit Card
5206,2024-02-18,S001,P124,C1063,Sports,6,1324.59,7947.54,Cash
5207,2024-02-22,S003,P151,C1848,Sports,3,1331.38,3994.14,Cash
5208,2024-05-28,S002,P169,C1256,Beauty,1,1092.26,1092.26,Cash
5209,2024-05-08,S004,P122,C1965,Home Decor,8,1251.28,10010.24,Cash
5210,2024-03-21,S001,P117,C1320,Clothing,5,242.59,1212.95,Net Banking
5211,2024-08-05,S004,P105,C1833,Home Decor,8,580.37,4642.96,UPI
5212,2024-03-09,S002,P183,C1649,Beauty,10,1128.19,11281.9,Debit Card
5213,2024-11-23,S004,P190,C1404,Home Decor,5,82.45,412.25,Net Banking
5214,2024-12-24,S004,P162,C1883,Clothing,2,64.38,128.76,UPI
5215,2024-04-01,S003,P188,C1053,Electronics,4,1249.68,4998.72,Credit Card
5216,2024-07-08,S001,P102,C1704,Beauty,10,1073.45,10734.5,Debit Card
5217,2024-03-15,S003,P159,C1823,Clothing,6,418.38,2510.28,Debit Card
5218,2024-06-26,S003,P108,C1447,Beauty,9,890.95,8018.55,Cash
5219,2024-10-30,S002,P162,C1864,Home Decor,4,873.49,3493.96,UPI
5220,2024-12-24,S002,P128,C1568,Beauty,2,1208.38,2416.76,Cash
5221,2024-09-18,S002,P148,C1663,Clothing,3,1166.71,3500.13,Debit Card
5222,2024-10-08,S004,P166,C1021,Home Decor,1,414.92,414.92,Cash
5223,2024-06-29,S004,P198,C1666,Clothing,2,783.99,1567.98,Net Banking
5224,2024-07-07,S002,P109,C1840,Electronics,7,1024.13,7168.91,Net Banking
5225,2024-04-05,S001,P183,C1195,Grocery,4,472.13,1888.52,Debit Card
5226,2024-01-30,S003,P100,C1834,Home Decor,1,745.95,745.95,UPI
5227,2024-01-04,S003,P172,C1289,Beauty,10,916.09,9160.9,Debit Card
5228,2024-04-11,S003,P158,C1386,Sports,7,1058.0,7406.0,Debit Card
5229,2024-03-05,S001,P130,C1559,Electronics,6,1368.37,8210.22,UPI
5230,2024-02-07,S003,P170,C1286,Beauty,6,420.47,2522.82,Cash
5231,2024-03-24,S003,P174,C1340,Grocery,2,298.24,596.48,Cash
5232,2024-12-28,S001,P195,C1335,Sports,2,529.77,1059.54,Credit Card
5233,2024-10-24,S004,P126,C1675,Beauty,6,169.05,1014.3,Credit Card
5234,2024-01-14,S004,P163,C1316,Grocery,2,1010.42,2020.84,Debit Card
5235,2024-04-27,S004,P196,C1364,Beauty,10,19.68,196.8,UPI
5236,2024-01-16,S003,P108,C1503,Clothing,8,1324.94,10599.52,Cash
5237,2024-03-13,S002,P133,C1137,Home Decor,8,1265.7,10125.6,Debit Card
5238,2024-01-21,S002,P186,C1176,Clothing,9,172.5,1552.5,Net Banking
5239,2024-02-11,S004,P108,C1908,Sports,10,982.49,9824.9,Net Banking
5240,2024-04-27,S003,P139,C1690,Home Decor,6,1316.6,7899.6,Credit Card
5241,2024-02-06,S002,P156,C1767,Grocery,10,637.55,6375.5,Debit Card
5242,2024-04-21,S001,P111,C1313,Sports,4,361.72,1446.88,Credit Card
5243,2024-01-09,S004,P120,C1997,Clothing,1,1225.53,1225.53,UPI
5244,2024-10-24,S003,P186,C1850,Electronics,1,356.14,356.14,Net Banking
5245,2024-02-18,S001,P131,C1721,Home Decor,5,822.98,4114.9,UPI
5246,2024-02-17,S001,P105,C1132,Electronics,9,233.83,2104.47,Credit Card
5247,2024-12-27,S003,P103,C1557,Electronics,8,73.08,584.64,Net Banking
5248,2024-05-14,S004,P108,C1434,Beauty,9,708.52,6376.68,Debit Card
5249,2024-11-24,S002,P123,C1777,Electronics,5,853.97,4269.85,Net Banking
5250,2024-09-01,S001,P126,C1680,Clothing,1,423.76,423.76,UPI
5251,2024-12-06,S004,P132,C1218,Beauty,4,463.65,1854.6,Cash
5252,2024-02-23,S001,P152,C1369,Electronics,1,1208.16,1208.16,UPI
5253,2024-07-21,S001,P108,C1012,Beauty,5,170.24,851.2,Credit Card
5254,2024-04-30,S003,P146,C1341,Beauty,8,858.98,6871.84,Cash
5255,2024-01-25,S004,P197,C1999,Clothing,3,1020.13,3060.39,Net Banking
5256,2024-07-01,S004,P196,C1881,Beauty,8,200.06,1600.48,Credit Card
5257,2024-09-07,S004,P199,C1078,Beauty,9,1202.1,10818.9,Net Banking
5258,2024-10-13,S004,P191,C1567,Home Decor,8,638.16,5105.28,Debit Card
5259,2024-07-08,S001,P127,C1512,Home Decor,8,986.14,7889.12,Cash
5260,2024-04-19,S001,P168,C1994,Sports,4,924.01,3696.04,Cash
5261,2024-01-22,S003,P164,C1487,Clothing,1,415.99,415.99,Credit Card
5262,2024-10-27,S003,P140,C1349,Beauty,9,617.78,5560.02,Net Banking
5263,2024-02-13,S004,P192,C1228,Grocery,2,810.13,1620.26,Credit Card
5264,2024-09-12,S004,P199,C1319,Beauty,1,375.72,375.72,Credit Card
5265,2024-06-27,S004,P140,C1522,Grocery,10,293.1,2931.0,Net Banking
5266,2024-02-24,S003,P130,C1677,Home Decor,3,54.29,162.87,UPI
5267,2024-06-05,S002,P198,C1241,Sports,3,674.85,2024.55,Net Banking
5268,2024-06-10,S003,P103,C1965,Home Decor,4,777.26,3109.04,Debit Card
5269,2024-08-21,S001,P117,C1055,Beauty,8,1445.48,11563.84,Credit Card
5270,2024-06-30,S002,P158,C1572,Beauty,5,282.94,1414.7,UPI
5271,2024-07-02,S003,P192,C1344,Clothing,6,404.14,2424.84,Credit Card
5272,2024-08-18,S004,P158,C1479,Beauty,9,1312.42,11811.78,Net Banking
5273,2024-10-27,S002,P182,C1732,Beauty,3,1462.56,4387.68,Credit Card
5274,2024-01-17,S001,P158,C1798,Clothing,1,1388.72,1388.72,Credit Card
5275,2024-11-12,S003,P163,C1778,Electronics,2,1174.53,2349.06,UPI
5276,2024-07-25,S001,P188,C1454,Grocery,8,808.44,6467.52,Credit Card
5277,2024-05-23,S001,P102,C1975,Beauty,5,830.17,4150.85,Debit Card
5278,2024-09-04,S001,P166,C1428,Grocery,5,227.66,1138.3,Debit Card
5279,2024-03-05,S003,P138,C1843,Home Decor,1,1045.08,1045.08,Net Banking
5280,2024-10-07,S004,P160,C1084,Electronics,1,1469.59,1469.59,Net Banking
5281,2024-08-25,S004,P199,C1014,Clothing,4,239.76,959.04,Debit Card
5282,2024-01-25,S003,P184,C1300,Clothing,1,698.05,698.05,Cash
5283,2024-06-06,S004,P184,C1433,Sports,10,1487.86,14878.6,Debit Card
5284,2024-12-02,S003,P176,C1830,Beauty,1,1133.37,1133.37,Credit Card
5285,2024-05-13,S002,P165,C1103,Home Decor,8,938.37,7506.96,Net Banking
5286,2024-10-29,S002,P133,C1413,Sports,3,429.03,1287.09,Credit Card
5287,2024-05-24,S001,P113,C1951,Beauty,4,93.49,373.96,Net Banking
5288,2024-08-06,S003,P131,C1139,Clothing,2,1222.04,2444.08,UPI
5289,2024-12-18,S004,P147,C1099,Sports,2,253.25,506.5,UPI
5290,2024-10-31,S001,P160,C1058,Electronics,4,410.48,1641.92,Debit Card
5291,2024-05-18,S002,P193,C1863,Clothing,6,1333.01,7998.06,Debit Card
5292,2024-05-31,S001,P188,C1338,Clothing,7,211.42,1479.94,Credit Card
5293,2024-11-28,S002,P126,C1126,Electronics,6,390.46,2342.76,Credit Card
5294,2024-02-28,S001,P181,C1140,Electronics,7,22.31,156.17,Credit Card
5295,2024-05-06,S004,P183,C1597,Clothing,1,1177.17,1177.17,UPI
5296,2024-03-06,S002,P109,C1691,Grocery,5,250.11,1250.55,Debit Card
5297,2024-08-12,S002,P195,C1772,Grocery,4,843.0,3372.0,Cash
5298,2024-06-10,S004,P115,C1126,Home Decor,2,1445.16,2890.32,UPI
5299,2024-12-08,S003,P134,C1752,Clothing,7,1189.2,8324.4,Credit Card
5300,2024-09-30,S003,P142,C1322,Clothing,8,1145.97,9167.76,UPI
5301,2024-10-01,S002,P151,C1542,Clothing,10,556.27,5562.7,Net Banking
5302,2024-02-24,S003,P178,C1594,Beauty,5,1451.39,7256.95,Cash
5303,2024-04-08,S002,P124,C1355,Sports,6,891.78,5350.68,UPI
5304,2024-09-18,S001,P188,C1211,Beauty,6,1314.46,7886.76,Cash
5305,2024-09-17,S001,P143,C1028,Home Decor,6,73.13,438.78,Debit Card
5306,2024-12-06,S001,P174,C1702,Beauty,8,1213.4,9707.2,UPI
5307,2024-05-12,S003,P116,C1366,Clothing,5,1057.1,5285.5,Debit Card
5308,2024-09-09,S004,P161,C1259,Grocery,5,850.41,4252.05,UPI
5309,2024-10-27,S002,P104,C1313,Home Decor,5,1211.07,6055.35,Credit Card
5310,2024-08-10,S001,P149,C1581,Sports,9,1386.27,12476.43,Debit Card
5311,2024-06-01,S004,P116,C1983,Beauty,8,549.41,4395.28,UPI
5312,2024-04-16,S004,P159,C1607,Clothing,9,530.7,4776.3,UPI
5313,2024-11-30,S004,P102,C1596,Electronics,3,186.32,558.96,UPI
5314,2024-01-13,S004,P120,C1880,Grocery,5,1215.69,6078.45,UPI
5315,2024-04-11,S004,P105,C1094,Home Decor,1,862.39,862.39,Net Banking
5316,2024-04-23,S002,P180,C1761,Grocery,8,51.47,411.76,Net Banking
5317,2024-03-14,S004,P117,C1369,Beauty,2,1061.46,2122.92,UPI
5318,2024-04-13,S001,P187,C1403,Electronics,4,201.89,807.56,Credit Card
5319,2024-11-28,S002,P195,C1696,Beauty,10,449.23,4492.3,Net Banking
5320,2024-09-17,S003,P134,C1960,Clothing,8,837.43,6699.44,UPI
5321,2024-03-20,S002,P154,C1092,Home Decor,10,1365.94,13659.4,Net Banking
5322,2024-07-31,S003,P143,C1948,Grocery,10,1049.48,10494.8,UPI
5323,2024-12-30,S003,P158,C1750,Sports,2,264.08,528.16,Cash
5324,2024-02-25,S004,P190,C1895,Grocery,3,661.98,1985.94,Credit Card
5325,2024-09-27,S002,P116,C1870,Clothing,5,1353.84,6769.2,Cash
5326,2024-04-19,S002,P150,C1883,Beauty,3,716.32,2148.96,Credit Card
5327,2024-08-24,S004,P134,C1727,Electronics,5,1467.85,7339.25,UPI
5328,2024-07-18,S003,P184,C1375,Electronics,2,249.24,498.48,Debit Card
5329,2024-04-28,S001,P115,C1987,Electronics,6,14.79,88.74,Cash
5330,2024-12-28,S002,P168,C1735,Sports,3,61.6,184.8,UPI
5331,2024-12-13,S003,P175,C1365,Clothing,9,1466.07,13194.63,Cash
5332,2024-08-14,S004,P162,C1493,Grocery,3,313.39,940.17,Cash
5333,2024-06-11,S003,P127,C1932,Clothing,8,294.32,2354.56,Cash
5334,2024-08-13,S002,P177,C1428,Beauty,10,284.72,2847.2,UPI
5335,2024-03-02,S001,P101,C1141,Home Decor,1,737.13,737.13,Cash
5336,2024-02-04,S003,P124,C1915,Beauty,5,1430.87,7154.35,Net Banking
5337,2024-07-16,S004,P143,C1221,Home Decor,2,544.98,1089.96,UPI
5338,2024-08-31,S002,P114,C1992,Electronics,6,276.37,1658.22,Net Banking
5339,2024-10-17,S002,P108,C1569,Home Decor,4,50.33,201.32,Net Banking
5340,2024-07-04,S001,P160,C1637,Clothing,4,703.27,2813.08,Cash
5341,2024-02-23,S002,P178,C1487,Clothing,5,1412.31,7061.55,UPI
5342,2024-09-21,S003,P106,C1915,Clothing,8,1006.41,8051.28,UPI
5343,2024-11-06,S001,P167,C1152,Home Decor,9,1075.69,9681.21,Credit Card
5344,2024-11-07,S001,P160,C1154,Clothing,1,843.36,843.36,Debit Card
5345,2024-02-13,S002,P196,C1124,Sports,10,1268.68,12686.8,UPI
5346,2024-06-26,S002,P131,C1610,Beauty,6,857.5,5145.0,Credit Card
5347,2024-03-08,S002,P126,C1077,Grocery,10,1360.86,13608.6,Net Banking
5348,2024-09-21,S004,P144,C1117,Home Decor,6,670.99,4025.94,Net Banking
5349,2024-01-16,S002,P121,C1201,Electronics,9,791.03,7119.27,Credit Card
5350,2024-08-10,S001,P177,C1289,Electronics,8,507.65,4061.2,Cash
5351,2024-05-23,S001,P128,C1955,Electronics,1,668.33,668.33,Net Banking
5352,2024-08-04,S004,P183,C1357,Sports,8,490.19,3921.52,Net Banking
5353,2024-06-22,S001,P175,C1346,Sports,2,458.97,917.94,Credit Card
5354,2024-05-31,S004,P122,C1922,Clothing,7,621.39,4349.73,UPI
5355,2024-12-12,S004,P116,C1456,Clothing,9,646.73,5820.57,UPI
5356,2024-02-23,S001,P136,C1785,Beauty,3,63.84,191.52,Cash
5357,2024-11-29,S003,P197,C1678,Grocery,1,1024.56,1024.56,UPI
5358,2024-07-24,S002,P113,C1498,Home Decor,5,995.29,4976.45,UPI
5359,2024-11-05,S002,P173,C1925,Grocery,2,641.49,1282.98,Debit Card
5360,2024-08-17,S003,P104,C1452,Sports,9,1009.66,9086.94,Debit Card
5361,2024-10-15,S003,P168,C1322,Home Decor,5,932.79,4663.95,Credit Card
5362,2024-01-28,S004,P182,C1830,Home Decor,8,963.45,7707.6,Debit Card
5363,2024-05-28,S001,P164,C1458,Sports,4,981.41,3925.64,Debit Card
5364,2024-10-02,S003,P127,C1465,Home Decor,1,113.36,113.36,Cash
5365,2024-05-22,S002,P114,C1441,Beauty,5,537.78,2688.9,Net Banking
5366,2024-09-24,S002,P133,C1252,Home Decor,9,26.81,241.29,Debit Card
5367,2024-01-02,S003,P105,C1494,Beauty,10,305.35,3053.5,UPI
5368,2024-02-04,S004,P147,C1403,Sports,3,1478.7,4436.1,Net Banking
5369,2024-03-12,S001,P199,C1796,Clothing,3,707.09,2121.27,Cash
5370,2024-06-24,S004,P115,C1144,Grocery,7,1337.08,9359.56,Cash
5371,2024-02-07,S002,P131,C1004,Electronics,9,1171.74,10545.66,Debit Card
5372,2024-12-03,S003,P175,C1117,Grocery,4,217.08,868.32,UPI
5373,2024-04-02,S003,P199,C1397,Home Decor,1,15.33,15.33,Net Banking
5374,2024-01-01,S003,P162,C1830,Sports,4,613.86,2455.44,Net Banking
5375,2024-01-24,S002,P103,C1207,Grocery,2,1232.62,2465.24,Cash
5376,2024-11-22,S004,P143,C1669,Clothing,3,884.52,2653.56,UPI
5377,2024-08-10,S003,P178,C1911,Beauty,10,1496.96,14969.6,Debit Card
5378,2024-08-13,S001,P194,C1510,Electronics,7,70.75,495.25,Debit Card
5379,2024-05-19,S004,P112,C1851,Grocery,4,375.04,1500.16,Debit Card
5380,2024-01-17,S001,P135,C1750,Sports,2,1095.71,2191.42,Debit Card
5381,2024-06-07,S003,P125,C1396,Sports,8,128.26,1026.08,Debit Card
5382,2024-05-02,S004,P155,C1190,Electronics,6,1338.59,8031.54,Debit Card
5383,2024-06-03,S001,P194,C1332,Grocery,6,1250.84,7505.04,Debit Card
5384,2024-08-07,S001,P167,C1152,Grocery,9,1088.03,9792.27,UPI
5385,2024-02-04,S003,P121,C1500,Sports,6,1324.16,7944.96,Credit Card
5386,2024-05-08,S001,P192,C1751,Sports,9,753.35,6780.15,Cash
5387,2024-08-02,S002,P190,C1264,Beauty,10,262.18,2621.8,Cash
5388,2024-03-10,S002,P191,C1224,Sports,10,1252.57,12525.7,Net Banking
5389,2024-03-22,S001,P140,C1576,Electronics,1,694.23,694.23,Credit Card
5390,2024-04-18,S002,P184,C1712,Electronics,5,1078.97,5394.85,Net Banking
5391,2024-05-12,S003,P153,C1464,Home Decor,2,548.25,1096.5,UPI
5392,2024-02-26,S004,P183,C1712,Home Decor,7,15.56,108.92,UPI
5393,2024-08-01,S002,P173,C1086,Electronics,7,1030.01,7210.07,UPI
5394,2024-07-08,S004,P183,C1410,Home Decor,8,1128.99,9031.92,Debit Card
5395,2024-07-09,S004,P192,C1443,Home Decor,7,1292.68,9048.76,Debit Card
5396,2024-07-20,S001,P171,C1361,Clothing,1,752.7,752.7,UPI
5397,2024-11-24,S002,P175,C1446,Grocery,6,1321.29,7927.74,Cash
5398,2024-02-06,S004,P146,C1063,Grocery,10,936.69,9366.9,Net Banking
5399,2024-09-10,S002,P175,C1571,Sports,8,1494.12,11952.96,Debit Card
5400,2024-07-03,S003,P194,C1282,Clothing,3,12.4,37.2,Credit Card
5401,2024-12-17,S003,P188,C1041,Home Decor,10,259.4,2594.0,Net Banking
5402,2024-08-27,S002,P182,C1538,Home Decor,5,56.88,284.4,Debit Card
5403,2024-09-02,S002,P139,C1424,Home Decor,4,878.31,3513.24,Cash
5404,2024-03-24,S001,P132,C1253,Electronics,4,138.0,552.0,Cash
5405,2024-10-17,S002,P130,C1840,Electronics,2,167.2,334.4,Credit Card
5406,2024-09-17,S003,P185,C1021,Home Decor,6,381.13,2286.78,Net Banking
5407,2024-06-14,S003,P166,C1510,Grocery,6,204.48,1226.88,UPI
5408,2024-07-01,S002,P172,C1402,Electronics,6,116.86,701.16,Cash
5409,2024-07-29,S004,P132,C1354,Home Decor,9,320.63,2885.67,Credit Card
5410,2024-08-19,S002,P183,C1513,Home Decor,2,986.81,1973.62,UPI
5411,2024-06-27,S004,P154,C1935,Sports,7,1460.2,10221.4,Cash
5412,2024-12-02,S002,P169,C1729,Sports,6,1067.33,6403.98,Net Banking
5413,2024-08-11,S003,P108,C1475,Beauty,9,1385.52,12469.68,UPI
5414,2024-12-15,S004,P105,C1709,Electronics,10,924.02,9240.2,Net Banking
5415,2024-02-26,S004,P116,C1270,Home Decor,10,463.25,4632.5,Debit Card
5416,2024-08-03,S002,P175,C1200,Home Decor,9,429.52,3865.68,Debit Card
5417,2024-09-25,S003,P114,C1496,Sports,8,290.9,2327.2,Debit Card
5418,2024-10-16,S001,P111,C1832,Electronics,3,984.19,2952.57,Debit Card
5419,2024-02-09,S001,P186,C1805,Sports,6,1284.81,7708.86,Cash
5420,2024-01-05,S002,P169,C1978,Beauty,8,242.47,1939.76,Cash
5421,2024-03-04,S003,P181,C1077,Sports,1,952.7,952.7,UPI
5422,2024-07-14,S002,P139,C1835,Beauty,5,628.52,3142.6,Cash
5423,2024-03-18,S001,P112,C1400,Grocery,7,615.01,4305.07,Cash
5424,2024-11-04,S002,P186,C1361,Electronics,9,237.71,2139.39,Cash
5425,2024-03-08,S004,P116,C1330,Clothing,9,141.56,1274.04,UPI
5426,2024-01-08,S002,P106,C1658,Home Decor,6,473.49,2840.94,Net Banking
5427,2024-09-26,S003,P108,C1688,Grocery,3,96.63,289.89,UPI
5428,2024-09-27,S003,P124,C1771,Grocery,1,734.35,734.35,UPI
5429,2024-01-08,S002,P194,C1887,Clothing,3,775.66,2326.98,Net Banking
5430,2024-11-23,S004,P103,C1143,Grocery,5,10.84,54.2,Cash
5431,2024-02-14,S001,P179,C1012,Home Decor,8,148.81,1190.48,Net Banking
5432,2024-03-30,S002,P186,C1336,Beauty,4,1408.36,5633.44,Cash
5433,2024-09-07,S004,P180,C1658,Clothing,8,657.07,5256.56,UPI
5434,2024-05-11,S004,P150,C1066,Home Decor,3,668.5,2005.5,Debit Card
5435,2024-04-25,S003,P141,C1317,Sports,2,435.71,871.42,Credit Card
5436,2024-04-02,S004,P152,C1438,Electronics,6,1337.52,8025.12,Cash
